coordinates	refseqid	gene	circn	hallm	biom_desc	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr10:14964979-14977563	NM_001033855	DCLRE1C	hsa_circ_0005697	_APOPTOSIS	DNA_cross-link_repair_1C_	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:14970014-14977563	NM_001033855	DCLRE1C	hsa_circ_0017829	_APOPTOSIS	DNA_cross-link_repair_1C_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:15290637-15326104	NM_001010924	FAM171A1	unknown	_APOPTOSIS	family_with_sequence_similarity_171_member_A1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15317853-15326104	NM_001010924	FAM171A1	unknown	_APOPTOSIS	family_with_sequence_similarity_171_member_A1_	0	8	2	2	0	0	0	8	2	0	8	0	8	2	0	0
chr10:15573048-15617593	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr10:15573048-15617610	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15573048-15628663	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	14	8	8	0	0	0	14	8	0	14	0	14	8	0	0
chr10:15573048-15634303	NM_003638	ITGA8	hsa_circ_0017836	_APOPTOSIS	integrin_subunit_alpha_8_	2	22	15	15	2	2	2	22	15	8	22	8	22	15	8	8
chr10:15573048-15650289	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15590453-15617593	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:15590453-15628663	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	5	21	20	20	5	5	5	21	20	0	21	0	21	20	0	0
chr10:15590453-15634303	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	4	42	25	25	4	4	4	42	25	6	42	6	42	25	6	6
chr10:15600072-15617593	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	10	2	2	0	0	0	10	2	2	10	2	10	2	2	2
chr10:15600072-15628663	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	17	17	17	0	0	0	17	17	0	17	0	17	17	0	0
chr10:15600072-15634303	NM_003638	ITGA8	hsa_circ_0017837	_APOPTOSIS	integrin_subunit_alpha_8_	0	25	13	13	0	0	0	25	13	0	25	0	25	13	0	0
chr10:15600072-15639298	NM_003638	ITGA8	hsa_circ_0017838	_APOPTOSIS	integrin_subunit_alpha_8_	3	10	4	4	3	3	3	10	4	0	10	0	10	4	0	0
chr10:15600072-15646354	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	3	3	3	0	0	0	3	3	0	3	0	3	3	0	0
chr10:15600072-15650289	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:15606361-15617593	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15606361-15634303	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:15614209-15617593	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	5	10	4	4	5	5	5	10	4	2	10	2	10	4	2	2
chr10:15614209-15617610	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15614209-15628663	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	5	22	13	13	5	5	5	22	13	0	22	0	22	13	0	0
chr10:15614209-15634303	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	21	17	17	0	0	0	21	17	0	21	0	21	17	0	0
chr10:15614209-15639298	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	2	16	8	8	2	2	2	16	8	0	16	0	16	8	0	0
chr10:15617487-15628663	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	2	15	9	9	2	2	2	15	9	4	15	4	15	9	4	4
chr10:15617487-15634303	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	54	30	30	0	0	0	54	30	0	54	0	54	30	0	0
chr10:15628582-15634303	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:15628582-15639298	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	14	2	2	0	0	0	14	2	0	14	0	14	2	0	0
chr10:15628582-15646354	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:15686028-15689050	NM_003638	ITGA8	unknown	_APOPTOSIS	integrin_subunit_alpha_8_	0	6	3	3	0	0	0	6	3	0	6	0	6	3	0	0
chr10:15858833-15889942	NM_024948	MINDY3	hsa_circ_0000219	_APOPTOSIS	MINDY_lysine_48_deubiquitinase_3_	5	9	12	12	5	5	5	9	12	0	9	0	9	12	0	0
chr10:15863654-15885271	NM_024948	MINDY3	hsa_circ_0008178	_APOPTOSIS	MINDY_lysine_48_deubiquitinase_3_	2	5	6	6	2	2	2	5	6	0	5	0	5	6	0	0
chr10:15863654-15889942	NM_024948	MINDY3	hsa_circ_0000220	_APOPTOSIS	MINDY_lysine_48_deubiquitinase_3_	0	10	3	3	0	0	0	10	3	0	10	0	10	3	0	0
chr10:15875628-15889942	NM_024948	MINDY3	hsa_circ_0006665	_APOPTOSIS	MINDY_lysine_48_deubiquitinase_3_	2	9	11	11	2	2	2	9	11	0	9	0	9	11	0	0
chr10:16526335-16528616	NM_001001484	PTER	hsa_circ_0017854	_APOPTOSIS	phosphotriesterase_related_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:16794537-16796988	NM_012425	RSU1	hsa_circ_0005767	_APICAL_JUNCTION	Ras_suppressor_protein_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:16794537-16824083	NM_012425	RSU1	hsa_circ_0006577	_APICAL_JUNCTION	Ras_suppressor_protein_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:1688193-1688748	NM_018702	ADARB2	unknown	_APICAL_JUNCTION	adenosine_deaminase,_RNA_specific_B2_(inactive)_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:17199439-17210916	NM_004412	TRDMT1	unknown	_APICAL_JUNCTION	tRNA_aspartic_acid_methyltransferase_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:17636203-17646046	NM_014241	HACD1	unknown	_APICAL_JUNCTION	3-hydroxyacyl-CoA_dehydratase_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:17645558-17646046	NM_014241	HACD1	hsa_circ_0006751	_APICAL_JUNCTION	3-hydroxyacyl-CoA_dehydratase_1_	0	8	13	13	0	0	0	8	13	0	8	0	8	13	0	0
chr10:17746429-17747740	NM_003473	STAM	hsa_circ_0008311	_PROTEIN_SECRETION	signal_transducing_adaptor_molecule_	0	6	10	10	0	0	0	6	10	0	6	0	6	10	0	0
chr10:18898773-18931484	NM_182543	NSUN6	unknown	_PROTEIN_SECRETION	NOP2/Sun_RNA_methyltransferase_family_member_6_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:18931404-18937574	NM_182543	NSUN6	unknown	_PROTEIN_SECRETION	NOP2/Sun_RNA_methyltransferase_family_member_6_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:22002700-22016857	NM_004641	MLLT10	hsa_circ_0007084	_SPERMATOGENESIS	MLLT10,_histone_lysine_methyltransferase_DOT1L_cofactor_	3	5	15	15	3	3	3	5	15	0	5	0	5	15	0	0
chr10:225933-255988	NM_006624	ZMYND11	hsa_circ_0017359	_SPERMATOGENESIS	zinc_finger_MYND-type_containing_11_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:225933-267296	NM_006624	ZMYND11	hsa_circ_0008225	_SPERMATOGENESIS	zinc_finger_MYND-type_containing_11_	0	11	17	17	0	0	0	11	17	0	11	0	11	17	0	0
chr10:22648339-22690206	NM_001253854	SPAG6	unknown	_SPERMATOGENESIS	sperm_associated_antigen_6_	0	2	0	0	0	0	0	2	0	2	2	2	2	0	2	2
chr10:22653781-22680849	NM_001253854	SPAG6	unknown	_SPERMATOGENESIS	sperm_associated_antigen_6_	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr10:22653781-22690206	NM_001253854	SPAG6	unknown	_SPERMATOGENESIS	sperm_associated_antigen_6_	0	7	0	0	0	0	0	7	0	0	7	0	7	0	0	0
chr10:22675682-22690206	NM_001253854	SPAG6	unknown	_SPERMATOGENESIS	sperm_associated_antigen_6_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:25226112-25231365	NM_020200	PRTFDC1	hsa_circ_0017995	_SPERMATOGENESIS	phosphoribosyl_transferase_domain_containing_1_	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:26781255-26792203	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:26789747-26792203	NM_019043	APBB1IP	hsa_circ_0006063	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	4	4	13	13	4	4	4	4	13	0	4	0	4	13	0	0
chr10:26789747-26802589	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	2	3	3	3	2	2	2	3	3	0	3	0	3	3	0	0
chr10:26792125-26800835	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:26800675-26802589	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	0	9	2	2	0	0	0	9	2	0	9	0	9	2	0	0
chr10:26800675-26830621	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:26825002-26830621	NM_019043	APBB1IP	unknown	_SPERMATOGENESIS	amyloid_beta_precursor_protein_binding_family_B_member_1_interacting_protein_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:26994214-26998697	NM_014317	PDSS1	hsa_circ_0001963	_SPERMATOGENESIS	decaprenyl_diphosphate_synthase_subunit_1_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:27009063-27013056	NM_014317	PDSS1	unknown	_SPERMATOGENESIS	decaprenyl_diphosphate_synthase_subunit_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:27040526-27054247	NM_001012750	ABI1	unknown	_MITOTIC_SPINDLE	abl_interactor_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:27065993-27066170	NM_001012750	ABI1	unknown	_MITOTIC_SPINDLE	abl_interactor_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:27447477-27450111	NM_001172303	MASTL	unknown	_MITOTIC_SPINDLE	microtubule_associated_serine/threonine_kinase_like_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:27453992-27454468	NM_001172303	MASTL	hsa_circ_0000225	_MITOTIC_SPINDLE	microtubule_associated_serine/threonine_kinase_like_	0	7	2	2	0	0	0	7	2	0	7	0	7	2	0	0
chr10:27462049-27470510	NM_001172303	MASTL	hsa_circ_0006279	_MITOTIC_SPINDLE	microtubule_associated_serine/threonine_kinase_like_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:27469881-27470510	NM_001172303	MASTL	hsa_circ_0004809	_MITOTIC_SPINDLE	microtubule_associated_serine/threonine_kinase_like_	0	3	6	6	0	0	0	3	6	0	3	0	3	6	0	0
chr10:27821435-27822923	NM_001256410	RAB18	hsa_circ_0000226	_MITOTIC_SPINDLE	RAB18,_member_RAS_oncogene_family_	0	6	8	8	0	0	0	6	8	0	6	0	6	8	0	0
chr10:28408579-28420620	NM_173496	MPP7	unknown	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:28408579-28436492	NM_173496	MPP7	unknown	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:28436411-28438988	NM_173496	MPP7	unknown	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:28872327-28879761	NR_024557	unkn	hsa_circ_0018054	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:28872327-28884970	NR_024557	unkn	hsa_circ_0007503	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	4	7	7	0	0	0	4	7	0	4	0	4	7	0	0
chr10:28884661-28884970	NR_024557	unkn	hsa_circ_0008473	_MITOTIC_SPINDLE	membrane_palmitoylated_protein_7_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:30315031-30318795	NM_020848	JCAD	hsa_circ_0018069	_MITOTIC_SPINDLE	junctional_cadherin_5_associated_	2	3	0	0	2	2	2	3	0	0	3	0	3	0	0	0
chr10:31165926-31230580	NM_001143769	ZNF438	unknown	_MITOTIC_SPINDLE	zinc_finger_protein_438_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:3160973-3162236	NM_002627	PFKP	hsa_circ_0006608	_HYPOXIA	phosphofructokinase,_platelet_	0	15	10	10	0	0	0	15	10	0	15	0	15	10	0	0
chr10:31644072-31647262	NM_001174093	ZEB1	hsa_circ_0004737	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:31644072-31676195	NM_001174093	ZEB1	hsa_circ_0000227	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:31661946-31676195	NM_001174093	ZEB1	hsa_circ_0000228	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	4	23	11	11	4	4	4	23	11	2	23	2	23	11	2	2
chr10:31661946-31676727	NM_001174093	ZEB1	hsa_circ_0003793	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr10:31661946-31750166	NM_001174093	ZEB1	hsa_circ_0000230	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	12	3	3	0	0	0	12	3	0	12	0	12	3	0	0
chr10:31676052-31750166	NM_001174093	ZEB1	hsa_circ_0018087	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:31749965-31791437	NM_001174093	ZEB1	hsa_circ_0004907	_COMPLEMENT	zinc_finger_E-box_binding_homeobox_1_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:3200231-3202522	NM_001242307	PITRM1	hsa_circ_0002498	_COMPLEMENT	pitrilysin_metallopeptidase_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:32197099-32199491	NM_001270699	ARHGAP12	hsa_circ_0000231	_COMPLEMENT	Rho_GTPase_activating_protein_12_	4	15	26	26	4	4	4	15	26	0	15	0	15	26	0	0
chr10:32309949-32310215	NM_004521	KIF5B	unknown	_G2M_CHECKPOINT	kinesin_family_member_5B_	0	4	2	2	0	0	0	4	2	0	4	0	4	2	0	0
chr10:32740519-32762951	NM_001026383	CCDC7	unknown	_G2M_CHECKPOINT	coiled-coil_domain_containing_7_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:32832227-32873232	NM_001026383	CCDC7	hsa_circ_0000233	_G2M_CHECKPOINT	coiled-coil_domain_containing_7_	0	5	0	0	0	0	0	5	0	0	5	0	5	0	0	0
chr10:34558584-34558827	NM_001184785	PARD3	unknown	_G2M_CHECKPOINT	par-3_family_cell_polarity_regulator_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:34558584-34573173	NM_001184785	PARD3	hsa_circ_0018168	_G2M_CHECKPOINT	par-3_family_cell_polarity_regulator_	5	12	7	7	5	5	5	12	7	0	12	0	12	7	0	0
chr10:34630554-34649187	NM_001184785	PARD3	hsa_circ_0018175	_G2M_CHECKPOINT	par-3_family_cell_polarity_regulator_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:34636892-34673182	NM_001184785	PARD3	hsa_circ_0018178	_G2M_CHECKPOINT	par-3_family_cell_polarity_regulator_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35349801-35360267	NM_001198778	CUL2	hsa_circ_0000234	_G2M_CHECKPOINT	cullin_2_	0	6	13	13	0	0	0	6	13	2	6	2	6	13	2	2
chr10:355970-387269	NM_014974	DIP2C	unknown	_G2M_CHECKPOINT	disco_interacting_protein_2_homolog_C_	0	8	0	0	0	0	0	8	0	0	8	0	8	0	0	0
chr10:35683743-35772406	NM_181698	CCNY	unknown	_G2M_CHECKPOINT	cyclin_Y_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35805450-35814927	NM_181698	CCNY	hsa_circ_0018204	_G2M_CHECKPOINT	cyclin_Y_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35805450-35819171	NM_181698	CCNY	hsa_circ_0000235	_G2M_CHECKPOINT	cyclin_Y_	3	13	4	4	3	3	3	13	4	0	13	0	13	4	0	0
chr10:35805450-35842113	NM_181698	CCNY	hsa_circ_0018206	_G2M_CHECKPOINT	cyclin_Y_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:35814891-35819171	NM_181698	CCNY	hsa_circ_0018207	_G2M_CHECKPOINT	cyclin_Y_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:38064271-38145460	NM_001267607	ZNF248	unknown	_G2M_CHECKPOINT	zinc_finger_protein_248_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:412214-430086	NM_014974	DIP2C	hsa_circ_0002042	_G2M_CHECKPOINT	disco_interacting_protein_2_homolog_C_	0	3	7	7	0	0	0	3	7	0	3	0	3	7	0	0
chr10:43654162-43671480	NM_018590	CSGALNACT2	hsa_circ_0009002	_G2M_CHECKPOINT	chondroitin_sulfate_N-acetylgalactosaminyltransferase_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:45953232-45959775	NM_001002266	MARCH8	unknown	_HEME_METABOLISM	membrane_associated_ring-CH-type_finger_8_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:465004-532470	NM_014974	DIP2C	unknown	_HEME_METABOLISM	disco_interacting_protein_2_homolog_C_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:468763-532470	NM_014974	DIP2C	unknown	_HEME_METABOLISM	disco_interacting_protein_2_homolog_C_	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:49609654-49618211	NM_001278547	MAPK8	hsa_circ_0002968	_PI3K_AKT_MTOR_SIGNALING	mitogen-activated_protein_kinase_8_	3	11	4	4	3	3	3	11	4	0	11	0	11	4	0	0
chr10:50701162-50714058	NM_000124	ERCC6	hsa_circ_0006243	_PI3K_AKT_MTOR_SIGNALING	ERCC_excision_repair_6,_chromatin_remodeling_factor_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:518378-532470	NM_014974	DIP2C	hsa_circ_0008655	_PI3K_AKT_MTOR_SIGNALING	disco_interacting_protein_2_homolog_C_	0	5	3	3	0	0	0	5	3	2	5	2	5	3	2	2
chr10:52220432-52226692	NM_147156	SGMS1	hsa_circ_0018402	_PROTEIN_SECRETION	sphingomyelin_synthase_1_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:52279590-52350007	NM_147156	SGMS1	hsa_circ_0018405	_PROTEIN_SECRETION	sphingomyelin_synthase_1_	0	3	5	5	0	0	0	3	5	0	3	0	3	5	0	0
chr10:530720-532470	NM_014974	DIP2C	hsa_circ_0003023	_PROTEIN_SECRETION	disco_interacting_protein_2_homolog_C_	5	4	4	4	5	5	5	4	4	0	4	0	4	4	0	0
chr10:5751492-5756170	NM_017782	FAM208B	hsa_circ_0003755	_PROTEIN_SECRETION	family_with_sequence_similarity_208_member_B_	0	2	9	9	0	0	0	2	9	0	2	0	2	9	0	0
chr10:5815804-5842668	NM_001115156	GDI2	hsa_circ_0017586	_PROTEIN_SECRETION	GDP_dissociation_inhibitor_2_	6	9	12	12	6	6	6	9	12	0	9	0	9	12	0	0
chr10:5827104-5842668	NM_001115156	GDI2	hsa_circ_0005379	_PROTEIN_SECRETION	GDP_dissociation_inhibitor_2_	3	18	7	7	3	3	3	18	7	0	18	0	18	7	0	0
chr10:5827814-5842668	NM_001115156	GDI2	hsa_circ_0003351	_PROTEIN_SECRETION	GDP_dissociation_inhibitor_2_	0	7	5	5	0	0	0	7	5	0	7	0	7	5	0	0
chr10:5827814-5853919	NM_001115156	GDI2	unknown	_PROTEIN_SECRETION	GDP_dissociation_inhibitor_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:5836847-5842668	NM_001115156	GDI2	hsa_circ_0002665	_PROTEIN_SECRETION	GDP_dissociation_inhibitor_2_	5	23	24	24	5	5	5	23	24	3	23	3	23	24	3	3
chr10:5963220-5969504	NM_001258452	FBXO18	unknown	_PROTEIN_SECRETION	NaN	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:59975905-59997575	NM_152230	IPMK	hsa_circ_0004255	_PROTEIN_SECRETION	inositol_polyphosphate_multikinase_	0	3	0	0	0	0	0	3	0	0	3	0	3	0	0	0
chr10:63705045-63710712	NM_032199	ARID5B	unknown	_ANDROGEN_RESPONSE	AT-rich_interaction_domain_5B_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:65140077-65140242	NM_032776	JMJD1C	hsa_circ_0006743	_ANDROGEN_RESPONSE	jumonji_domain_containing_1C_	0	2	5	5	0	0	0	2	5	0	2	0	2	5	0	0
chr10:65213155-65214849	NM_032776	JMJD1C	hsa_circ_0005658	_ANDROGEN_RESPONSE	jumonji_domain_containing_1C_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:69714351-69773943	NM_001278185	HERC4	hsa_circ_0018478	_ANDROGEN_RESPONSE	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:69748419-69773943	NM_001278185	HERC4	hsa_circ_0018484	_ANDROGEN_RESPONSE	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4_	0	3	4	4	0	0	0	3	4	0	3	0	3	4	0	0
chr10:69785302-69804320	NM_001278185	HERC4	hsa_circ_0007113	_ANDROGEN_RESPONSE	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4_	0	2	8	8	0	0	0	2	8	0	2	0	2	8	0	0
chr10:69797849-69804320	NM_001278185	HERC4	unknown	_ANDROGEN_RESPONSE	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_4_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70096955-70101608	NM_012207	HNRNPH3	hsa_circ_0018500	_ANDROGEN_RESPONSE	heterogeneous_nuclear_ribonucleoprotein_H3_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70143554-70154208	NR_103475	RUFY2	unknown	_ANDROGEN_RESPONSE	RUN_and_FYVE_domain_containing_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70181981-70182647	NM_001080449	DNA2	hsa_circ_0018513	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	2	4	4	0	0	0	2	4	0	2	0	2	4	0	0
chr10:70190192-70190417	NM_001080449	DNA2	unknown	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	4	3	3	0	0	0	4	3	0	4	0	4	3	0	0
chr10:70196767-70229920	NM_001080449	DNA2	hsa_circ_0018524	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	2	2	2	0	0	0	2	2	0	2	0	2	2	0	0
chr10:70204677-70206170	NM_001080449	DNA2	unknown	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70206052-70225569	NM_001080449	DNA2	hsa_circ_0018525	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70209784-70229920	NM_001080449	DNA2	hsa_circ_0018526	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	0	3	2	2	0	0	0	3	2	0	3	0	3	2	0	0
chr10:70218860-70229920	NM_001080449	DNA2	hsa_circ_0009172	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	7	22	15	15	7	7	7	22	15	2	22	2	22	15	2	2
chr10:70227879-70229920	NM_001080449	DNA2	hsa_circ_0006151	_ANDROGEN_RESPONSE	DNA_replication_helicase/nuclease_2_	5	23	22	22	5	5	5	23	22	2	23	2	23	22	2	2
chr10:70246900-70253327	NM_152707	SLC25A16	hsa_circ_0003459	_ANDROGEN_RESPONSE	solute_carrier_family_25_member_16_	0	2	3	3	0	0	0	2	3	0	2	0	2	3	0	0
chr10:70246900-70263452	NM_152707	SLC25A16	hsa_circ_0002624	_ANDROGEN_RESPONSE	solute_carrier_family_25_member_16_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70246900-70266475	NM_152707	SLC25A16	hsa_circ_0007778	_ANDROGEN_RESPONSE	solute_carrier_family_25_member_16_	0	4	0	0	0	0	0	4	0	0	4	0	4	0	0	0
chr10:70496632-70496805	NM_018237	CCAR1	unknown	_ANDROGEN_RESPONSE	cell_division_cycle_and_apoptosis_regulator_1_	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0
chr10:70497601-70502326	NM_018237	CCAR1	hsa_circ_0006272	_ANDROGEN_RESPONSE	cell_division_cycle_and_apoptosis_regulator_1_	0	4	10	10	0	0	0	4	10	0	4	0	4	10	0	0
